 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.
1,d2c2_fullz_trek1.tif:0938-0548,0.016,31.514,8.893,29,11,53,8.229,14.076,8.234,14.081,0.473
2,d2c2_fullz_trek1.tif:0482-0382,0.015,34.687,8.638,33,15,56,5.74,7.237,5.741,7.235,0.454
3,d2c2_fullz_trek1.tif:0335-0411,0.013,35.246,12.292,21,16,61,6.166,5.022,6.166,5.023,0.434
4,d2c2_fullz_trek1.tif:0869-0495,0.015,37.075,13.161,38,12,65,7.435,13.046,7.437,13.045,0.459
5,d2c2_fullz_trek1.tif:0490-0426,0.015,38.662,20.452,18,13,89,6.396,7.362,6.395,7.36,0.463
6,d2c2_fullz_trek1.tif:0791-0296,0.022,39.758,9.486,39,14,55,4.459,11.882,4.459,11.882,0.586
7,d2c2_fullz_trek1.tif:0248-0445,0.016,39.822,17.238,34,13,81,6.687,3.733,6.686,3.732,0.481
8,d2c2_fullz_trek1.tif:0634-0133,0.011,40.255,19.19,23,15,83,1.993,9.526,1.995,9.526,0.415
9,d2c2_fullz_trek1.tif:0318-0391,0.013,40.464,19.763,40,11,83,5.871,4.786,5.872,4.786,0.422
10,d2c2_fullz_trek1.tif:0219-0646,0.021,41.717,12.23,46,16,72,9.696,3.296,9.693,3.299,0.527
11,d2c2_fullz_trek1.tif:0612-0352,0.011,42.085,26.088,16,9,105,5.293,9.193,5.296,9.189,0.389
12,d2c2_fullz_trek1.tif:0596-0989,0.013,42.862,15.62,19,13,75,14.848,8.956,14.851,8.959,0.434
13,d2c2_fullz_trek1.tif:0380-0146,0.016,43.042,13.472,38,22,74,2.191,5.697,2.194,5.697,0.467
14,d2c2_fullz_trek1.tif:0107-0404,0.014,43.381,13.173,37,15,65,6.07,1.61,6.071,1.612,0.45
15,d2c2_fullz_trek1.tif:0400-0200,0.013,43.589,17.745,25,16,84,3.002,6.004,3.001,6.003,0.425
16,d2c2_fullz_trek1.tif:0214-0253,0.013,44.525,20.419,52,9,91,3.797,3.216,3.803,3.214,0.44
17,d2c2_fullz_trek1.tif:0800-0932,0.012,44.736,21.737,30,18,97,13.991,12.011,13.99,12.01,0.415
18,d2c2_fullz_trek1.tif:0570-0720,0.015,44.754,18.807,24,14,87,10.803,8.561,10.803,8.561,0.451
19,d2c2_fullz_trek1.tif:0940-0430,0.013,44.772,19.179,21,16,86,6.456,14.122,6.457,14.122,0.437
20,d2c2_fullz_trek1.tif:0664-0941,0.012,45.566,15.31,57,16,75,14.122,9.969,14.124,9.969,0.412
21,d2c2_fullz_trek1.tif:0442-0090,0.014,46,21.862,48,11,97,1.344,6.636,1.344,6.635,0.453
22,d2c2_fullz_trek1.tif:0685-0246,0.014,46.217,18.503,44,16,84,3.7,10.279,3.698,10.278,0.443
23,d2c2_fullz_trek1.tif:0571-0564,0.012,46.218,18.858,36,11,85,8.466,8.581,8.47,8.582,0.423
24,d2c2_fullz_trek1.tif:0856-0498,0.012,46.596,20.634,24,11,90,7.475,12.847,7.473,12.848,0.416
25,d2c2_fullz_trek1.tif:0265-0504,0.013,46.75,20.544,47,16,97,7.557,3.981,7.555,3.982,0.424
26,d2c2_fullz_trek1.tif:0467-1018,0.014,46.766,14.836,35,22,74,15.279,7.009,15.277,7.005,0.456
27,d2c2_fullz_trek1.tif:0383-0112,0.016,47.42,17.828,36,19,91,1.685,5.749,1.688,5.749,0.465
28,d2c2_fullz_trek1.tif:0654-0988,0.015,47.925,17.472,23,21,87,14.828,9.818,14.829,9.819,0.467
29,d2c2_fullz_trek1.tif:0858-0876,0.012,48.302,20.084,25,20,91,13.16,12.879,13.16,12.88,0.424
30,d2c2_fullz_trek1.tif:0636-0281,0.013,48.356,21.505,31,16,100,4.22,9.55,4.226,9.55,0.443
31,d2c2_fullz_trek1.tif:0623-0090,0.019,48.988,13.54,31,21,76,1.362,9.355,1.36,9.356,0.572
32,d2c2_fullz_trek1.tif:0678-0122,0.013,49.161,19.81,27,21,95,1.835,10.176,1.835,10.176,0.429
33,d2c2_fullz_trek1.tif:0163-0822,0.013,49.316,15.92,38,23,79,12.346,2.442,12.349,2.44,0.445
34,d2c2_fullz_trek1.tif:0044-0317,0.02,49.584,15.291,54,18,90,4.763,0.662,4.764,0.662,0.532
35,d2c2_fullz_trek1.tif:0391-0142,0.011,49.83,20.14,36,24,93,2.144,5.882,2.144,5.882,0.396
36,d2c2_fullz_trek1.tif:0110-0288,0.012,50.075,23.858,28,14,104,4.33,1.657,4.329,1.657,0.426
37,d2c2_fullz_trek1.tif:0251-0527,0.012,50.283,23.002,37,15,102,7.912,3.767,7.916,3.769,0.418
38,d2c2_fullz_trek1.tif:0206-0603,0.011,50.292,23.507,34,18,99,9.061,3.1,9.06,3.104,0.394
39,d2c2_fullz_trek1.tif:0064-0415,0.012,50.846,20.12,40,16,93,6.227,0.969,6.227,0.972,0.408
40,d2c2_fullz_trek1.tif:0602-0328,0.016,51.203,19.278,27,19,91,4.924,9.037,4.925,9.04,0.457
41,d2c2_fullz_trek1.tif:0421-0374,0.014,52,20.81,62,20,97,5.62,6.317,5.618,6.319,0.459
42,d2c2_fullz_trek1.tif:0255-0438,0.021,52.38,17.18,35,22,97,6.576,3.827,6.577,3.834,0.532
43,d2c2_fullz_trek1.tif:0067-0367,0.012,52.462,19.017,42,20,88,5.509,1.004,5.51,1.006,0.417
44,d2c2_fullz_trek1.tif:0290-0529,0.01,52.911,30.265,19,10,114,7.939,4.352,7.939,4.351,0.379
45,d2c2_fullz_trek1.tif:0274-0856,0.014,52.922,19.095,33,25,95,12.847,4.126,12.846,4.125,0.455
46,d2c2_fullz_trek1.tif:0892-0662,0.013,52.948,20.583,40,22,101,9.94,13.4,9.941,13.399,0.437
47,d2c2_fullz_trek1.tif:0398-0127,0.011,53.875,21.03,35,24,100,1.91,5.987,1.912,5.988,0.401
48,d2c2_fullz_trek1.tif:0561-1197,0.011,54.204,25.046,39,16,109,17.969,8.423,17.971,8.424,0.395
49,d2c2_fullz_trek1.tif:0112-0609,0.02,54.568,18.967,60,23,97,9.143,1.672,9.144,1.673,0.535
50,d2c2_fullz_trek1.tif:0628-0312,0.014,54.73,20.642,54,21,91,4.689,9.434,4.689,9.435,0.46
51,d2c2_fullz_trek1.tif:0319-0073,0.016,54.761,18.737,32,27,104,1.089,4.79,1.09,4.783,0.48
52,d2c2_fullz_trek1.tif:0044-0481,0.015,55.224,22.452,39,13,102,7.22,0.669,7.221,0.673,0.469
53,d2c2_fullz_trek1.tif:0530-0909,0.013,55.246,22.203,30,21,100,13.64,7.955,13.638,7.955,0.439
54,d2c2_fullz_trek1.tif:0669-0316,0.013,55.375,28.179,33,21,124,4.743,10.056,4.742,10.055,0.424
55,d2c2_fullz_trek1.tif:0386-0225,0.014,55.581,20.301,43,19,101,3.371,5.798,3.371,5.799,0.449
56,d2c2_fullz_trek1.tif:0301-0460,0.016,55.75,18.734,30,20,89,6.903,4.521,6.899,4.525,0.485
57,d2c2_fullz_trek1.tif:0685-0371,0.011,55.833,24.578,32,21,108,5.582,10.28,5.582,10.284,0.401
58,d2c2_fullz_trek1.tif:0478-0167,0.011,56.021,26.483,25,24,116,2.516,7.183,2.516,7.184,0.392
59,d2c2_fullz_trek1.tif:0308-0340,0.011,56.396,24.499,33,18,110,5.102,4.625,5.103,4.626,0.405
60,d2c2_fullz_trek1.tif:0584-0269,0.011,56.612,32.901,86,13,134,4.035,8.77,4.038,8.77,0.398
61,d2c2_fullz_trek1.tif:0548-0688,0.011,57.106,21.952,26,23,102,10.337,8.226,10.337,8.223,0.393
62,d2c2_fullz_trek1.tif:0305-0238,0.014,57.194,25.285,21,20,117,3.579,4.58,3.58,4.582,0.448
63,d2c2_fullz_trek1.tif:0329-0096,0.012,57.491,24.575,31,27,115,1.447,4.943,1.448,4.946,0.417
64,d2c2_fullz_trek1.tif:0458-1186,0.011,57.549,26.954,28,21,117,17.81,6.882,17.812,6.882,0.432
65,d2c2_fullz_trek1.tif:0329-0520,0.013,57.81,23.062,29,24,112,7.812,4.95,7.811,4.95,0.437
66,d2c2_fullz_trek1.tif:0802-0614,0.013,57.828,30.157,27,18,130,9.214,12.048,9.215,12.051,0.431
67,d2c2_fullz_trek1.tif:0419-0064,0.016,58.141,22.639,44,18,105,0.959,6.294,0.963,6.295,0.467
68,d2c2_fullz_trek1.tif:0363-0402,0.013,58.31,22.989,45,16,109,6.033,5.45,6.034,5.455,0.444
69,d2c2_fullz_trek1.tif:0482-0861,0.032,58.507,21.875,30,17,119,12.918,7.235,12.924,7.232,0.671
70,d2c2_fullz_trek1.tif:0567-1143,0.011,58.596,23.901,85,24,108,17.158,8.525,17.158,8.524,0.385
71,d2c2_fullz_trek1.tif:0699-1002,0.034,58.836,12.696,54,25,88,15.042,10.495,15.046,10.493,0.668
72,d2c2_fullz_trek1.tif:0661-1013,0.014,59,22.222,34,19,107,15.202,9.912,15.205,9.911,0.447
73,d2c2_fullz_trek1.tif:0990-0448,0.014,59.032,24.552,28,24,112,6.727,14.857,6.725,14.857,0.449
74,d2c2_fullz_trek1.tif:0488-0602,0.017,59.173,24.342,27,12,113,9.032,7.335,9.032,7.336,0.498
75,d2c2_fullz_trek1.tif:0188-0193,0.01,59.205,26.395,32,18,115,2.903,2.824,2.905,2.823,0.378
76,d2c2_fullz_trek1.tif:0870-0567,0.016,59.3,18.711,51,23,94,8.504,13.062,8.505,13.064,0.479
77,d2c2_fullz_trek1.tif:0491-0957,0.011,59.542,30.042,26,23,126,14.364,7.369,14.366,7.369,0.402
78,d2c2_fullz_trek1.tif:0350-0552,0.012,59.63,29.011,22,22,120,8.289,5.257,8.289,5.256,0.422
79,d2c2_fullz_trek1.tif:0725-0417,0.013,59.914,27.043,32,25,127,6.255,10.882,6.252,10.882,0.444
80,d2c2_fullz_trek1.tif:0278-0696,0.013,60.14,22.332,35,27,106,10.448,4.186,10.449,4.186,0.439
81,d2c2_fullz_trek1.tif:0577-0455,0.02,60.629,23.374,31,18,131,6.827,8.661,6.836,8.665,0.524
82,d2c2_fullz_trek1.tif:0772-0384,0.013,60.643,27.523,47,26,124,5.771,11.593,5.772,11.592,0.438
83,d2c2_fullz_trek1.tif:0037-0626,0.011,60.686,27.177,38,16,118,9.396,0.561,9.396,0.564,0.411
84,d2c2_fullz_trek1.tif:0532-0353,0.012,60.925,21.821,44,28,108,5.305,7.986,5.306,7.988,0.399
85,d2c2_fullz_trek1.tif:0352-0462,0.014,61.183,27.217,52,15,126,6.928,5.29,6.927,5.293,0.436
86,d2c2_fullz_trek1.tif:0453-0056,0.01,61.273,21.664,37,21,101,0.839,6.799,0.833,6.799,0.386
87,d2c2_fullz_trek1.tif:0902-0463,0.013,61.356,25.209,42,26,117,6.941,13.538,6.94,13.538,0.445
88,d2c2_fullz_trek1.tif:0460-0262,0.014,61.387,21.592,79,28,107,3.936,6.909,3.937,6.908,0.465
89,d2c2_fullz_trek1.tif:0737-0342,0.019,61.812,26.902,51,12,117,5.135,11.067,5.133,11.069,0.518
90,d2c2_fullz_trek1.tif:0729-0253,0.014,62.258,24.151,36,23,113,3.794,10.951,3.795,10.951,0.442
91,d2c2_fullz_trek1.tif:0728-0200,0.011,62.809,25.099,37,26,118,3.009,10.931,3.009,10.932,0.412
92,d2c2_fullz_trek1.tif:0473-1186,0.013,62.895,29.656,38,20,128,17.799,7.102,17.799,7.103,0.428
93,d2c2_fullz_trek1.tif:0485-0184,0.016,63,25.764,37,23,133,2.766,7.275,2.768,7.264,0.475
94,d2c2_fullz_trek1.tif:0523-0790,0.013,63.089,23.744,27,25,112,11.864,7.848,11.864,7.849,0.433
95,d2c2_fullz_trek1.tif:0123-0322,0.012,63.109,26.934,68,20,119,4.828,1.847,4.828,1.843,0.417
96,d2c2_fullz_trek1.tif:0728-0323,0.013,63.724,23.55,70,24,113,4.86,10.934,4.859,10.936,0.442
97,d2c2_fullz_trek1.tif:0458-0986,0.011,63.936,29.363,37,25,130,14.806,6.882,14.806,6.881,0.421
98,d2c2_fullz_trek1.tif:0621-1137,0.012,64,33.764,33,14,138,17.064,9.32,17.066,9.32,0.416
99,d2c2_fullz_trek1.tif:0693-0966,0.014,64.161,33.1,55,17,146,14.499,10.401,14.5,10.4,0.443
100,d2c2_fullz_trek1.tif:0446-0341,0.012,64.528,31.738,34,21,136,5.112,6.703,5.112,6.705,0.435
101,d2c2_fullz_trek1.tif:0297-0617,0.011,64.7,37.575,24,18,153,9.263,4.462,9.263,4.464,0.398
102,d2c2_fullz_trek1.tif:0849-0908,0.011,64.755,31.327,38,22,136,13.643,12.747,13.643,12.748,0.396
103,d2c2_fullz_trek1.tif:0586-0743,0.015,65.09,22.724,67,32,111,11.151,8.793,11.151,8.796,0.466
104,d2c2_fullz_trek1.tif:0451-0587,0.015,65.277,29.065,35,28,131,8.802,6.779,8.803,6.778,0.446
105,d2c2_fullz_trek1.tif:0551-0504,0.011,65.4,30.539,44,17,136,7.561,8.279,7.56,8.278,0.4
106,d2c2_fullz_trek1.tif:0102-0428,0.019,65.576,21.813,46,25,110,6.425,1.536,6.427,1.536,0.536
107,d2c2_fullz_trek1.tif:0707-0766,0.015,65.621,23.175,39,25,115,11.494,10.613,11.492,10.616,0.476
108,d2c2_fullz_trek1.tif:0551-0032,0.014,65.7,21.178,53,24,110,0.491,8.281,0.49,8.281,0.446
109,d2c2_fullz_trek1.tif:0138-0358,0.014,66.115,41.889,29,8,176,5.367,2.072,5.371,2.07,0.438
110,d2c2_fullz_trek1.tif:0609-0619,0.014,66.133,31.961,28,25,143,9.295,9.147,9.294,9.147,0.437
111,d2c2_fullz_trek1.tif:0315-0065,0.018,66.936,14.443,59,35,91,0.976,4.73,0.978,4.73,0.497
112,d2c2_fullz_trek1.tif:0617-0982,0.013,67.552,23.556,46,33,116,14.752,9.254,14.752,9.257,0.44
113,d2c2_fullz_trek1.tif:0206-0893,0.013,67.61,31.201,32,22,129,13.416,3.102,13.415,3.104,0.437
114,d2c2_fullz_trek1.tif:0308-0892,0.013,67.621,30.771,54,28,140,13.395,4.623,13.391,4.624,0.446
115,d2c2_fullz_trek1.tif:0293-0219,0.012,67.717,24.208,33,31,114,3.286,4.399,3.287,4.399,0.426
116,d2c2_fullz_trek1.tif:0626-0440,0.011,67.729,25.685,37,33,123,6.611,9.399,6.611,9.402,0.416
117,d2c2_fullz_trek1.tif:0402-0169,0.013,67.982,30.543,78,18,130,2.549,6.037,2.547,6.037,0.434
118,d2c2_fullz_trek1.tif:0220-0790,0.013,68.123,30.677,53,24,140,11.868,3.308,11.868,3.309,0.436
119,d2c2_fullz_trek1.tif:0483-0350,0.016,68.164,25.406,37,29,122,5.262,7.253,5.262,7.253,0.48
120,d2c2_fullz_trek1.tif:0216-0877,0.012,68.396,32.324,38,18,139,13.169,3.241,13.172,3.241,0.406
121,d2c2_fullz_trek1.tif:0564-0494,0.011,68.5,33.426,38,25,145,7.418,8.476,7.419,8.478,0.415
122,d2c2_fullz_trek1.tif:0293-0467,0.014,68.869,29.497,46,22,135,7.001,4.401,7.002,4.405,0.438
123,d2c2_fullz_trek1.tif:0476-0752,0.012,68.962,34.182,31,17,145,11.288,7.15,11.288,7.151,0.417
124,d2c2_fullz_trek1.tif:0427-0798,0.016,69.125,24.415,72,33,124,11.985,6.419,11.985,6.417,0.483
125,d2c2_fullz_trek1.tif:0681-0629,0.012,69.648,27.958,50,24,136,9.451,10.225,9.45,10.229,0.421
126,d2c2_fullz_trek1.tif:0195-0597,0.016,69.681,29.706,48,17,125,8.964,2.925,8.965,2.928,0.485
127,d2c2_fullz_trek1.tif:0675-1069,0.015,69.806,26.153,48,31,120,16.041,10.132,16.042,10.135,0.468
128,d2c2_fullz_trek1.tif:0718-0214,0.016,69.889,24.907,47,27,125,3.21,10.772,3.213,10.772,0.48
129,d2c2_fullz_trek1.tif:0555-0601,0.014,69.9,35.03,33,22,145,9.027,8.338,9.025,8.338,0.431
130,d2c2_fullz_trek1.tif:0591-0773,0.011,70,41.84,35,21,170,11.61,8.872,11.61,8.872,0.394
131,d2c2_fullz_trek1.tif:0628-1006,0.019,70.096,21.535,69,29,116,15.099,9.425,15.1,9.428,0.532
132,d2c2_fullz_trek1.tif:0497-0933,0.014,70.177,36.867,56,16,159,14.009,7.457,14.013,7.459,0.446
133,d2c2_fullz_trek1.tif:0634-0855,0.014,70.547,26.4,56,32,125,12.828,9.514,12.829,9.516,0.457
134,d2c2_fullz_trek1.tif:0579-0755,0.016,70.565,23.975,63,19,111,11.323,8.695,11.321,8.697,0.468
135,d2c2_fullz_trek1.tif:0512-0379,0.013,70.821,24.389,75,31,116,5.686,7.687,5.689,7.687,0.438
136,d2c2_fullz_trek1.tif:0731-0471,0.013,70.825,26.442,45,37,137,7.065,10.971,7.067,10.972,0.437
137,d2c2_fullz_trek1.tif:0627-0841,0.013,70.983,29.341,41,26,136,12.633,9.413,12.629,9.415,0.43
138,d2c2_fullz_trek1.tif:0634-0829,0.011,71,30.879,36,33,142,12.442,9.518,12.441,9.52,0.402
139,d2c2_fullz_trek1.tif:0669-0350,0.012,71.273,38.056,90,20,158,5.255,10.052,5.255,10.051,0.427
140,d2c2_fullz_trek1.tif:0592-1132,0.011,71.82,42.799,28,23,173,16.993,8.891,16.991,8.891,0.411
141,d2c2_fullz_trek1.tif:0273-0350,0.014,71.823,33.357,64,29,155,5.262,4.102,5.262,4.101,0.441
142,d2c2_fullz_trek1.tif:0138-0619,0.014,72.016,24.185,45,28,119,9.292,2.077,9.29,2.077,0.462
143,d2c2_fullz_trek1.tif:0307-0086,0.015,72.343,26.769,53,28,132,1.288,4.6,1.288,4.601,0.468
144,d2c2_fullz_trek1.tif:0374-0702,0.016,72.394,26.277,87,26,117,10.539,5.62,10.54,5.619,0.483
145,d2c2_fullz_trek1.tif:0708-0985,0.012,72.648,27.264,51,28,128,14.783,10.635,14.785,10.634,0.415
146,d2c2_fullz_trek1.tif:0256-0769,0.015,72.746,37.044,26,15,162,11.551,3.838,11.546,3.844,0.461
147,d2c2_fullz_trek1.tif:0104-0581,0.013,72.759,26.28,105,31,123,8.723,1.559,8.72,1.558,0.429
148,d2c2_fullz_trek1.tif:0496-0712,0.014,72.883,26.328,47,29,125,10.691,7.443,10.693,7.444,0.452
149,d2c2_fullz_trek1.tif:0610-0324,0.012,72.889,33.322,36,28,147,4.87,9.166,4.869,9.166,0.428
150,d2c2_fullz_trek1.tif:0282-0573,0.014,73.016,33.025,51,29,146,8.602,4.241,8.601,4.24,0.449
151,d2c2_fullz_trek1.tif:0513-0426,0.022,73.061,31.881,40,32,155,6.391,7.698,6.392,7.691,0.547
152,d2c2_fullz_trek1.tif:0335-0239,0.011,73.1,35.614,46,22,147,3.585,5.022,3.588,5.025,0.404
153,d2c2_fullz_trek1.tif:0614-0511,0.012,73.278,32.529,38,26,144,7.663,9.22,7.664,9.22,0.443
154,d2c2_fullz_trek1.tif:0638-0652,0.011,73.34,36.811,49,24,160,9.793,9.583,9.793,9.585,0.411
155,d2c2_fullz_trek1.tif:0653-1089,0.015,73.723,31.775,74,28,158,16.343,9.812,16.34,9.813,0.472
156,d2c2_fullz_trek1.tif:0491-0243,0.012,73.904,33.659,100,25,149,3.646,7.374,3.647,7.376,0.409
157,d2c2_fullz_trek1.tif:0674-0790,0.013,73.931,32.491,32,29,146,11.86,10.117,11.86,10.119,0.447
158,d2c2_fullz_trek1.tif:0294-0912,0.012,74.164,34.512,31,25,151,13.69,4.418,13.693,4.419,0.423
159,d2c2_fullz_trek1.tif:0500-0121,0.012,74.636,25.59,90,30,124,1.819,7.516,1.823,7.515,0.433
160,d2c2_fullz_trek1.tif:0712-0383,0.012,74.963,30.288,51,18,133,5.749,10.692,5.752,10.695,0.412
161,d2c2_fullz_trek1.tif:0708-0865,0.013,74.966,30.85,37,19,132,12.988,10.622,12.995,10.624,0.43
162,d2c2_fullz_trek1.tif:0522-0676,0.013,75.034,33.358,43,26,149,10.143,7.836,10.141,7.838,0.437
163,d2c2_fullz_trek1.tif:0683-0408,0.014,75.484,24.349,55,40,159,6.127,10.255,6.121,10.261,0.459
164,d2c2_fullz_trek1.tif:0663-0438,0.013,75.638,38.135,38,24,165,6.575,9.958,6.573,9.961,0.429
165,d2c2_fullz_trek1.tif:0410-0414,0.011,75.771,38.457,39,26,160,6.218,6.155,6.218,6.155,0.41
166,d2c2_fullz_trek1.tif:0363-0108,0.02,75.846,23.817,63,35,132,1.621,5.456,1.621,5.454,0.538
167,d2c2_fullz_trek1.tif:1002-0551,0.013,76.121,32.458,46,26,146,8.27,15.036,8.272,15.036,0.435
168,d2c2_fullz_trek1.tif:0788-0624,0.014,77.117,36.169,72,19,154,9.373,11.836,9.374,11.836,0.45
169,d2c2_fullz_trek1.tif:0828-0268,0.013,77.19,33.096,38,27,153,4.022,12.426,4.024,12.424,0.436
170,d2c2_fullz_trek1.tif:0464-1204,0.014,77.213,28.368,36,23,131,18.077,6.976,18.076,6.977,0.457
171,d2c2_fullz_trek1.tif:0193-0529,0.014,77.25,42.061,36,17,180,7.938,2.902,7.938,2.904,0.437
172,d2c2_fullz_trek1.tif:0624-0274,0.011,77.255,46.252,25,13,181,4.115,9.374,4.114,9.377,0.42
173,d2c2_fullz_trek1.tif:0645-0184,0.018,77.397,29.303,69,18,139,2.765,9.682,2.764,9.684,0.52
174,d2c2_fullz_trek1.tif:0693-0869,0.013,77.593,35.184,43,24,146,13.042,10.406,13.044,10.406,0.437
175,d2c2_fullz_trek1.tif:0164-0364,0.014,77.783,30.868,39,30,150,5.466,2.467,5.469,2.466,0.453
176,d2c2_fullz_trek1.tif:0753-0642,0.013,78,34.653,33,29,146,9.64,11.302,9.64,11.303,0.431
177,d2c2_fullz_trek1.tif:0732-0712,0.014,78.095,33.367,45,23,151,10.684,10.99,10.682,10.988,0.454
178,d2c2_fullz_trek1.tif:0882-0497,0.015,78.397,34.109,73,22,162,7.472,13.244,7.471,13.247,0.481
179,d2c2_fullz_trek1.tif:0204-0714,0.01,78.587,25.774,45,35,136,10.724,3.067,10.729,3.069,0.382
180,d2c2_fullz_trek1.tif:0310-0739,0.014,78.703,26.835,56,33,132,11.09,4.654,11.091,4.656,0.465
181,d2c2_fullz_trek1.tif:0548-0669,0.011,79.02,39.801,42,22,171,10.037,8.234,10.038,8.234,0.42
182,d2c2_fullz_trek1.tif:0349-0270,0.014,79.159,34.393,44,27,153,4.051,5.236,4.047,5.239,0.448
